Borough,Primary Property Type - Self Selected,Largest Property Use Type - Gross Floor Area (sqft),Year Built,Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),District Steam Use (kBtu),Natural Gas Use (kBtu),Electricity Use - Grid Purchase (kBtu)
Manhattan,Office,164912,1950,Not Available,Not Available,Not Available,Not Available,Not Available,10672890.7,5497,7483653.7
Manhattan,Office,54899,1930,Not Available,Not Available,Not Available,Not Available,Not Available,1325578.9,,4089763.9
Manhattan,Office,598144.3,1984,Not Available,Not Available,Not Available,Not Available,Not Available,22764446.4,833195.7,29876573.2
Manhattan,Financial Office,61000,1969,Not Available,Not Available,Not Available,Not Available,Not Available,3372637.1,,7333434.7
Manhattan,Office,212119,1956,Not Available,Not Available,Not Available,Not Available,Not Available,1467822.9,,11585655.8
Manhattan,Office,59750,1926,Not Available,Not Available,Not Available,Not Available,Not Available,3176425.2,1294,6788252.5
Manhattan,Office,67978.1,1924,Not Available,Not Available,Not Available,Not Available,Not Available,2300002.2,,3709208.6
Manhattan,Office,117120,1925,Not Available,Not Available,Not Available,Not Available,Not Available,7980003.5,,14811628.3
Manhattan,Office,451209,1931,Not Available,Not Available,Not Available,Not Available,Not Available,7984902.5,860969.9,24250237.3
Manhattan,Office,850000,1967,Not Available,Not Available,Not Available,Not Available,Not Available,65119099.3,,46186191.9
Manhattan,Office,755800,1955,Not Available,Not Available,Not Available,Not Available,Not Available,21565180.2,983003.8,31089542
Manhattan,Office,58341,1915,Not Available,Not Available,Not Available,Not Available,Not Available,4473266.9,,4517622.8
Manhattan,Office,362081,1923,Not Available,Not Available,Not Available,Not Available,Not Available,12019150.2,1423760,72798289.5
Manhattan,Hotel,893750,1980,Not Available,Not Available,Not Available,Not Available,Not Available,46282553.2,84316421.2,34964491.4
Manhattan,Financial Office,705197,1994,Not Available,Not Available,Not Available,Not Available,Not Available,15411051.2,,50097881
Manhattan,Office,461295,1949,Not Available,Not Available,Not Available,Not Available,Not Available,10744197.2,,23525664.7
Manhattan,Office,353275,1986,Not Available,Not Available,Not Available,Not Available,Not Available,5758398.1,1150900,33953231.1
Manhattan,Office,533173,1960,Not Available,Not Available,Not Available,Not Available,Not Available,34370691.7,,32731602.1
Manhattan,Office,263067,1985,Not Available,Not Available,Not Available,Not Available,Not Available,3722459.7,2614537.5,13208253.5
Manhattan,Office,43941,1916,Not Available,Not Available,Not Available,Not Available,Not Available,2824884.6,,8762263.4
Manhattan,Office,350110,1969,Not Available,Not Available,Not Available,Not Available,Not Available,23280926.5,,11082995.2
Manhattan,Hotel,239898,1925,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10453037.4,16737360.9
Manhattan,Office,182000,1929,Not Available,Not Available,Not Available,Not Available,Not Available,5497936.7,,8074867.5
Manhattan,Financial Office,671873.5,1981,Not Available,Not Available,Not Available,Not Available,Not Available,28254056.7,1874262.5,40742163.6
Manhattan,Office,119671,1928,Not Available,Not Available,Not Available,Not Available,Not Available,6501490.1,,7739791.8
Manhattan,Office,318578.9,2010,Not Available,Not Available,Not Available,Not Available,Not Available,4956996.3,,24633993
Manhattan,Office,109514,1973,Not Available,Not Available,Not Available,Not Available,Not Available,11281603160,,9554964.8
Manhattan,Office,342160,1932,Not Available,Not Available,Not Available,Not Available,Not Available,7151.3,739162.5,18723418.1
Manhattan,Office,280000,1952,Not Available,Not Available,Not Available,Not Available,Not Available,13776372.6,,24769793.3
Manhattan,Hotel,65452,1926,Not Available,0,Not Available,Not Available,Not Available,Not Available,3374685.4,3262557.4
Manhattan,Office,236177,1986,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,15248371.5
Manhattan,Office,60063,1912,Not Available,Not Available,Not Available,Not Available,Not Available,1194000,1033384,3978287.7
Manhattan,Office,73286,1926,Not Available,Not Available,Not Available,Not Available,Not Available,4444245.2,,7543857.1
Manhattan,Office,51942,1993,Not Available,Not Available,Not Available,Not Available,Not Available,5862241.3,,6109482.1
Manhattan,Office,297638,1955,Not Available,Not Available,Not Available,Not Available,Not Available,2620997.2,4016607.4,11224895.6
Manhattan,Financial Office,274291,1981,Not Available,Not Available,Not Available,Not Available,Not Available,9476165.5,,28342813.9
Manhattan,Office,146994,1957,Not Available,Not Available,Not Available,Not Available,Not Available,2170605.4,,9420122.7
Manhattan,Office,249417,1958,Not Available,Not Available,Not Available,Not Available,Not Available,3527408.4,,12049101.3
Manhattan,Office,145564,1986,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,9449516.4
Manhattan,Office,141005,1956,Not Available,Not Available,Not Available,Not Available,Not Available,5086714.6,,9273815.7
Manhattan,Multifamily Housing,80606,2003,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7563071.8,8489257.9
Manhattan,Hotel,428000,1904,Not Available,Not Available,Not Available,Not Available,Not Available,37345124480,4836313.6,29382633
Manhattan,Office,276699,1954,Not Available,Not Available,Not Available,Not Available,Not Available,7342674.6,,14049796.5
Manhattan,Mixed Use Property,26623,1955,Not Available,Not Available,Not Available,Not Available,Not Available,1234296.7,645626,4391443.6
Manhattan,Office,498531,1962,Not Available,Not Available,Not Available,Not Available,Not Available,8381669.3,,15255063
Manhattan,Office,352951,1957,Not Available,Not Available,Not Available,Not Available,Not Available,12032521.2,30686940.5,20754513.5
Manhattan,Office,1148923,1980,Not Available,Not Available,Not Available,Not Available,Not Available,37171231,,64149054.5
Manhattan,Office,99990,1930,Not Available,Not Available,Not Available,3157763.3,Not Available,Not Available,,4910281.5
Manhattan,Office,365347,1950,Not Available,Not Available,Not Available,Not Available,Not Available,15699949.3,,22574991.6
Manhattan,Multifamily Housing,549320,1983,Not Available,Not Available,Not Available,Not Available,Not Available,25804537.6,1456064,41698666.1
Manhattan,Office,65341,1920,Not Available,Not Available,Not Available,Not Available,Not Available,252398.9,,12353023.4
Manhattan,Office,50284,1900,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4169399.9,5433268.4
Manhattan,Office,97821,2000,Not Available,Not Available,Not Available,Not Available,Not Available,4048676.6,,8389334.5
Manhattan,Office,303618,1929,Not Available,Not Available,Not Available,Not Available,Not Available,10002805.9,,16141709.7
Manhattan,Multifamily Housing,111310,1916,Not Available,Not Available,4971446.4,Not Available,Not Available,Not Available,83500,2464828.8
Manhattan,Office,320408,1967,Not Available,Not Available,Not Available,Not Available,Not Available,15747648.7,,21029142.9
Manhattan,Office,441027,1930,Not Available,Not Available,Not Available,Not Available,Not Available,10449978,,33463394.9
Manhattan,Office,1201472,1968,Not Available,Not Available,Not Available,Not Available,Not Available,125779925.7,,139405283.8
Manhattan,Multifamily Housing,350710,1928,Not Available,21321813.7,Not Available,0,Not Available,Not Available,,7740204.3
Manhattan,Office,448781,1920,Not Available,Not Available,Not Available,Not Available,Not Available,29848603.1,,34294420.7
Manhattan,Office,104990,1927,Not Available,Not Available,Not Available,5917800,Not Available,Not Available,,7205965
Manhattan,Office,250074,1958,Not Available,Not Available,Not Available,Not Available,Not Available,4461305.5,,11105864
Manhattan,Office,1035763,1974,Not Available,Not Available,Not Available,Not Available,Not Available,85999040,4345299.4,47303969.3
Manhattan,Office,559405,1923,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5867000,35526019.4
Manhattan,Office,250549,1923,Not Available,Not Available,Not Available,Not Available,Not Available,22488141.8,,14810434.3
Manhattan,Office,1153061,1954,Not Available,Not Available,Not Available,Not Available,Not Available,60041307.8,3607380.9,80212947.5
Manhattan,Office,577266,1987,Not Available,Not Available,Not Available,Not Available,Not Available,14235752.1,1049581.4,43152158.2
Manhattan,Multifamily Housing,323629,2000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,25502851.6,11333050.5
Manhattan,Office,97085,1925,Not Available,Not Available,Not Available,Not Available,Not Available,6749729.6,,6859704.7
Manhattan,Hotel,72307,1952,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1959602.3,4610236.5
Manhattan,Office,658030,1982,Not Available,Not Available,Not Available,Not Available,Not Available,9418506.1,12721.2,35861708.3
Manhattan,Multifamily Housing,55090,1915,Not Available,Not Available,7332412,Not Available,Not Available,Not Available,103091.3,3558446.5
Manhattan,Office,1236141,1915,Not Available,Not Available,Not Available,Not Available,Not Available,13689384.6,,65930334.8
Manhattan,Office,587059,1959,Not Available,Not Available,Not Available,Not Available,Not Available,18805433.4,,38132475.6
Manhattan,Multifamily Housing,123975,1924,Not Available,Not Available,12157109.8,Not Available,Not Available,Not Available,210224,3551150
Manhattan,Office,1563231,1967,Not Available,Not Available,Not Available,Not Available,Not Available,76452195.9,1362246,110419344.3
Manhattan,Office,852820,1958,Not Available,Not Available,Not Available,Not Available,Not Available,30101153.2,,43321478.1
Manhattan,Office,743901,1958,Not Available,Not Available,Not Available,Not Available,Not Available,35586573,811100,37291795
Manhattan,Hotel,103000,1926,Not Available,Not Available,Not Available,Not Available,Not Available,9166073870,,66672
Manhattan,Financial Office,754060.1,1967,Not Available,Not Available,Not Available,Not Available,Not Available,48097214.2,,68932745.4
Manhattan,Multifamily Housing,62700,1923,Not Available,414276,Not Available,Not Available,Not Available,Not Available,2174344.1,904905.3
Manhattan,Multifamily Housing,170711,1985,Not Available,Not Available,Not Available,Not Available,Not Available,12069528.5,5050148.1,7494615.2
Manhattan,Hotel,350000,1990,Not Available,24130406.7,Not Available,Not Available,Not Available,Not Available,2636800,24089037.4
Manhattan,Office,500190,1981,Not Available,Not Available,Not Available,Not Available,Not Available,37812332.3,,35650772.5
Manhattan,Hotel,1600000,1930,Not Available,Not Available,Not Available,Not Available,Not Available,116095603.3,7115855.1,88608476.5
Manhattan,Office,324040,1980,Not Available,Not Available,Not Available,Not Available,Not Available,4396466.8,,17646750.9
Manhattan,Hotel,157462,1927,Not Available,Not Available,Not Available,Not Available,Not Available,9700210,2238593.6,7329530.3
Manhattan,Multifamily Housing,74377,1924,Not Available,Not Available,5773642.6,Not Available,Not Available,Not Available,819500,2046466.5
Manhattan,Hotel,147970,1985,Not Available,Not Available,Not Available,9514608.3,Not Available,Not Available,3312597.6,7825185.2
Manhattan,Hotel,153761,1963,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3342561.2,4319615.6
Manhattan,Office,463996,1931,Not Available,Not Available,Not Available,Not Available,Not Available,22370258,,24576963.7
Manhattan,Hotel,460697,1960,Not Available,Not Available,Not Available,Not Available,Not Available,19042886.8,1040229.6,17850651.1
Manhattan,Office,1800524,1969,Not Available,Not Available,Not Available,Not Available,Not Available,143308387.6,1418684.4,124631140.7
Manhattan,Office,543920,1960,Not Available,Not Available,Not Available,Not Available,Not Available,18035665.1,,28815709.8
Manhattan,Office,291507,1984,Not Available,Not Available,Not Available,Not Available,Not Available,5290004.7,575421.5,5969021.7
Manhattan,Office,795168,1958,Not Available,Not Available,Not Available,Not Available,Not Available,84142904,,90806241.7
Manhattan,Office,290374,1984,Not Available,Not Available,Not Available,Not Available,Not Available,4770029.8,,22233867.9
Manhattan,Office,1115877,1986,Not Available,Not Available,Not Available,Not Available,Not Available,12915158.7,409850,70985438.5
Manhattan,Multifamily Housing,66386,1929,Not Available,Not Available,3524565.6,Not Available,Not Available,Not Available,296050,1563685.5
Manhattan,Office,142235,1964,Not Available,Not Available,Not Available,Not Available,Not Available,1437900.4,,7476535
Manhattan,Office,1558346,1976,Not Available,Not Available,Not Available,Not Available,Not Available,136145218.4,,104056394.4
Manhattan,Office,1650191,1961,Not Available,Not Available,Not Available,Not Available,Not Available,40011577.5,474406.9,111707862.5
Manhattan,Multifamily Housing,53073,1977,Not Available,6921679.7,Not Available,Not Available,Not Available,Not Available,2419141.2,2314982.4
Manhattan,Office,420888,1964,Not Available,Not Available,Not Available,Not Available,Not Available,28759332.5,,20937754
Manhattan,Office,561772,1983,Not Available,Not Available,Not Available,Not Available,Not Available,7128899.2,,28821513.6
Manhattan,Multifamily Housing,216541,1956,Not Available,Not Available,3548238,Not Available,Not Available,Not Available,2125737.5,5678706.6
Manhattan,Office,72000,1985,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1485309.2,5380344.4
Manhattan,Multifamily Housing,96547,1916,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,151539.7,2189922.9
