Borough,Primary Property Type - Self Selected,Largest Property Use Type - Gross Floor Area (sqft),Year Built,Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),District Steam Use (kBtu),Natural Gas Use (kBtu),Electricity Use - Grid Purchase (kBtu)
Brooklyn,Multifamily Housing,71500,1938,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4678699.9,657628.8
Brooklyn,Multifamily Housing,84280,1960,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4368974.9,1219434.6
Brooklyn,Multifamily Housing,139710,1975,Not Available,2935646.3,Not Available,Not Available,Not Available,Not Available,6523095.2,2317034.2
Brooklyn,Multifamily Housing,55800,1936,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4683600.5,686017.6
Brooklyn,Multifamily Housing,181100,1953,Not Available,0,0,Not Available,Not Available,Not Available,12851613.2,3323324.2
Brooklyn,Multifamily Housing,77400,1938,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1587184,1952039.4
Brooklyn,Multifamily Housing,75000,1951,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5418999.8,995375.9
Brooklyn,Multifamily Housing,77000,1937,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8170421.2,177935.2
Brooklyn,Multifamily Housing,69000,1938,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3030000,667134.7
Brooklyn,Multifamily Housing,60000,1937,Not Available,855738,Not Available,Not Available,Not Available,Not Available,3997945.4,750646.8
Brooklyn,Multifamily Housing,66000,1938,Not Available,1131600,Not Available,Not Available,Not Available,Not Available,4699252.7,664909.3
Brooklyn,Multifamily Housing,64200,1938,Not Available,1021200,Not Available,Not Available,Not Available,Not Available,3968247.6,643923.9
Brooklyn,Multifamily Housing,81600,1949,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3196699.9,763452.1
Brooklyn,Office,132913,1964,Not Available,1529592,Not Available,Not Available,Not Available,Not Available,4401700.3,2511268.9
Brooklyn,K-12 School,143841,1950,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2945300,4039808
Brooklyn,Multifamily Housing,85000,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5129800,1103386.4
Brooklyn,Multifamily Housing,52800,1953,Not Available,988834.6,Not Available,Not Available,Not Available,Not Available,3607915.1,796551.8
Brooklyn,Multifamily Housing,51380,1924,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3051828.1,1164464.3
Brooklyn,Multifamily Housing,82600,1940,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4793161.4,758421.9
Brooklyn,Multifamily Housing,95600,1951,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5509390.6,998397.1
Brooklyn,Multifamily Housing,87860,1956,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5549299.7,994778.8
Brooklyn,Multifamily Housing,120078,1956,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7256699.9,1566377.6
Brooklyn,Multifamily Housing,72821,1970,Not Available,1426230,Not Available,Not Available,Not Available,Not Available,2915019.9,866706
Brooklyn,Multifamily Housing,147000,1942,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6596100.4,1640844.5
Brooklyn,Multifamily Housing,59760,1929,Not Available,0,Not Available,Not Available,Not Available,Not Available,2530400,591436.3
Brooklyn,Multifamily Housing,72000,1931,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4767399.3,661251.1
Brooklyn,Multifamily Housing,62500,1931,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3759900,642643.4
Brooklyn,Multifamily Housing,60060,1929,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4342016.1,814644.5
Brooklyn,Multifamily Housing,79990,1949,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5301311.9,1015728.6
Brooklyn,Multifamily Housing,163000,1972,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11484820.3,2902521.1
Brooklyn,Multifamily Housing,58800,1937,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3411487.4,536871
Brooklyn,Multifamily Housing,61410,1928,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4166600.1,624576.9
Brooklyn,Multifamily Housing,91341,1928,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5347299.9,1316643.1
Brooklyn,Multifamily Housing,93150,1932,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4691599.9,724299.4
Brooklyn,Multifamily Housing,66125,1941,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6860105.6,928917.3
Brooklyn,Multifamily Housing,69000,1939,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4180300.1,748166.2
Brooklyn,Multifamily Housing,71990,1940,Not Available,689998.6,Not Available,Not Available,Not Available,Not Available,4374696.9,1371546.1
Brooklyn,Multifamily Housing,61800,1934,Not Available,1073541.6,Not Available,Not Available,Not Available,Not Available,3853042.2,653195.2
Brooklyn,Multifamily Housing,50400,1931,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2982599.8,569947.2
Brooklyn,Multifamily Housing,69000,1931,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3959300.2,779075.6
Brooklyn,Multifamily Housing,51975,1934,Not Available,966137.8,Not Available,Not Available,Not Available,Not Available,4186559.3,665827.5
Brooklyn,Multifamily Housing,84000,1931,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4545899.8,261652.2
Brooklyn,Multifamily Housing,77970,1931,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4054585.2,757798.5
Brooklyn,Multifamily Housing,77560,1931,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5385500.3,1249353.3
Brooklyn,Multifamily Housing,53869,1932,Not Available,0,Not Available,Not Available,Not Available,Not Available,3738500.1,552129.8
Brooklyn,Multifamily Housing,58643,1941,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3396899.9,870462.6
Brooklyn,Multifamily Housing,86727,2010,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1554119.3,177488.8
Brooklyn,Multifamily Housing,58400,1941,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3771017.8,715828.9
Brooklyn,Multifamily Housing,96000,1927,Not Available,Not Available,8233889,Not Available,Not Available,Not Available,,1342383.8
Brooklyn,Multifamily Housing,60350,1931,Not Available,3280838.8,Not Available,Not Available,Not Available,Not Available,2023099.2,791162.8
Brooklyn,Multifamily Housing,87476,1940,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,2238693.1
Brooklyn,Multifamily Housing,63186,1945,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4141343.1,869688.1
Brooklyn,Multifamily Housing,98417,1963,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5355945.7,1591616.1
Brooklyn,Multifamily Housing,63000,1940,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3403100.1,645280.8
Brooklyn,Multifamily Housing,105000,1936,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6858700.2,1076496.2
Brooklyn,Multifamily Housing,80000,1938,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6515999.7,890897
Brooklyn,Multifamily Housing,62100,1938,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4444661.8,460941.2
Brooklyn,Multifamily Housing,75000,1928,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5395900,222178.1
Brooklyn,Multifamily Housing,108000,1932,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4633400.1,1020447.6
Brooklyn,Multifamily Housing,62640,1928,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3056700,542397.2
Brooklyn,Multifamily Housing,117718,1970,Not Available,2719152.1,Not Available,Not Available,Not Available,Not Available,6564890.4,1650619.8
Brooklyn,Multifamily Housing,84000,1932,Not Available,871055.9,Not Available,Not Available,Not Available,Not Available,5671899.9,954820.9
Brooklyn,Multifamily Housing,71400,1929,Not Available,138000,Not Available,Not Available,Not Available,Not Available,4262832,1115180.8
Brooklyn,Multifamily Housing,62640,1930,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3017764.2,705487.7
Brooklyn,Multifamily Housing,61000,1940,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3757626.1,656280.8
Brooklyn,Office,49052,1939,Not Available,1104469.1,Not Available,Not Available,Not Available,Not Available,3028200.2,481592.2
Brooklyn,Multifamily Housing,81888,1962,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6333152.9,1456951.4
Brooklyn,Multifamily Housing,67092,2003,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2022777.8,1087771.7
Brooklyn,Multifamily Housing,121680,1940,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8137014.2,296049.4
Brooklyn,Multifamily Housing,56700,2005,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1266899.9,993581.2
Brooklyn,Multifamily Housing,85060,1959,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4556792.1,1177872.2
Brooklyn,Multifamily Housing,158250,1926,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9111999.6,2064800
Brooklyn,Multifamily Housing,88063,1926,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4810868,1062450.2
Brooklyn,College/University,73245,2009,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,327151.4,3576134
Brooklyn,Multifamily Housing,66154,2007,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1512099.9,402772.6
Brooklyn,Multifamily Housing,117885,1952,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8232588.1,2707052.7
Brooklyn,Multifamily Housing,104000,1940,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8001500.1,1087473.3
Brooklyn,Multifamily Housing,75990,1931,Not Available,Not Available,Not Available,749998.4,Not Available,Not Available,,1024751
Brooklyn,Multifamily Housing,138600,1926,Not Available,1651548.5,Not Available,Not Available,Not Available,Not Available,6277128.3,1442098
Brooklyn,Multifamily Housing,106575,1938,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5796599.7,912252.8
Brooklyn,Multifamily Housing,70000,1934,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3672800.4,652613.3
Brooklyn,Multifamily Housing,130333,1953,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6447485.2,1480633.3
Brooklyn,Office,60865,2012,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1868799.8,2143418.3
Brooklyn,Multifamily Housing,60000,1928,Not Available,1243175.8,Not Available,Not Available,Not Available,Not Available,4965992.9,1142152.6
Brooklyn,Multifamily Housing,65821,1928,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4223761.4,913404.7
Brooklyn,Multifamily Housing,55200,1938,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4215300,683422.7
Brooklyn,Multifamily Housing,105200,1953,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6758200.2,1537687.3
Brooklyn,Multifamily Housing,79500,1935,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6711451.8,1029419.3
Brooklyn,Multifamily Housing,86580,1930,Not Available,4278000.8,Not Available,Not Available,Not Available,Not Available,3804899.9,859257.3
Brooklyn,Multifamily Housing,146680,1948,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8791899.9,1956055.3
Brooklyn,Multifamily Housing,195000,1948,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9514999.8,1700196.1
Brooklyn,Multifamily Housing,136800,1948,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8849399.6,383257070.8
Brooklyn,Multifamily Housing,75852,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4862844.8,795395.4
Brooklyn,Multifamily Housing,57960,1936,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3478999.8,712473.4
Brooklyn,Multifamily Housing,41339,1985,Not Available,3253764,Not Available,1971449.6,Not Available,Not Available,,664466.9
Brooklyn,Multifamily Housing,93078,1963,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5245331,325141.3
Brooklyn,Multifamily Housing,71908,1962,Not Available,4761001.6,Not Available,Not Available,Not Available,Not Available,4774200.1,1229428.2
Brooklyn,Multifamily Housing,164340,1941,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9675452.5,2023640.5
Brooklyn,K-12 School,109872,1922,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,4026159.8
Brooklyn,Multifamily Housing,62213,1925,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5082300.2,735354.2
Brooklyn,Multifamily Housing,77125,1936,Not Available,759041.4,Not Available,Not Available,Not Available,Not Available,3116500.1,671730.7
Brooklyn,Multifamily Housing,63525,1936,Not Available,1465849.5,Not Available,Not Available,Not Available,Not Available,4276683.1,484774.5
Brooklyn,Multifamily Housing,71875,1923,Not Available,901870.2,Not Available,Not Available,Not Available,Not Available,5152928.1,119328.5
Brooklyn,Multifamily Housing,57615,1935,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3301400.1,549697.1
Brooklyn,Multifamily Housing,112000,1926,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8009064.5,1131462.7
Brooklyn,Multifamily Housing,62200,1929,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2906489.8,544508.3
Brooklyn,Multifamily Housing,70599,1926,Not Available,1578747.4,Not Available,Not Available,Not Available,Not Available,6896345.4,913002.6
Brooklyn,Multifamily Housing,88808,1926,Not Available,759552,Not Available,Not Available,Not Available,Not Available,4891404.4,737313
Brooklyn,Multifamily Housing,71875,1924,Not Available,839394.1,Not Available,Not Available,Not Available,Not Available,4510320.3,246405.2
Brooklyn,Multifamily Housing,113400,1928,Not Available,1354401.1,Not Available,Not Available,Not Available,Not Available,5850800.3,1151543.2
Brooklyn,Multifamily Housing,67000,1954,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4221632.2,879278.8
Brooklyn,Multifamily Housing,100630,1929,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8103221.1,1269520.7
Brooklyn,Multifamily Housing,100600,1929,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7414187.1,1169787.9
Brooklyn,Multifamily Housing,78250,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4545199.7,678872
Brooklyn,Multifamily Housing,65500,1938,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3659999.7,1457962.6
Brooklyn,Multifamily Housing,52000,1938,Not Available,552000,Not Available,Not Available,Not Available,Not Available,3025075.4,567739.2
Brooklyn,Multifamily Housing,56250,1931,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6553200.1,660737.2
Brooklyn,Multifamily Housing,75600,1937,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5802899.3,809725.7
Brooklyn,Multifamily Housing,84984,1963,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5769699.9,1119197.4
Brooklyn,Multifamily Housing,57600,1960,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,77077.1
Brooklyn,Multifamily Housing,97620,1931,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5408099.9,921049
Brooklyn,Multifamily Housing,50658,1931,Not Available,690000,Not Available,Not Available,Not Available,Not Available,2639300.2,456826.7
Brooklyn,Multifamily Housing,60036,1931,Not Available,814645.1,Not Available,Not Available,Not Available,Not Available,2948754.6,576001.8
Brooklyn,Multifamily Housing,158590,1959,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10838600.4,2864412
Brooklyn,Multifamily Housing,62154,1960,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3751200.2,660273.2
Brooklyn,Multifamily Housing,57600,1935,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2950000,164271.6
Brooklyn,Multifamily Housing,56640,1943,Not Available,897138,Not Available,Not Available,Not Available,Not Available,3252780.6,721999.2
Brooklyn,Multifamily Housing,63936,1940,Not Available,659088.2,Not Available,Not Available,Not Available,Not Available,3506399.7,679859.7
Brooklyn,Multifamily Housing,105000,1938,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7307580.9,973012.7
Brooklyn,Multifamily Housing,88949,1930,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5019400,821810.8
Brooklyn,Multifamily Housing,69752,1936,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4011339.6,820577.9
Brooklyn,Multifamily Housing,81720,1961,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2084662.2,2349564.7
Brooklyn,Multifamily Housing,55900,1963,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4114745.2,767134.6
Brooklyn,Multifamily Housing,101600,1949,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14743400.8,1353293.6
Brooklyn,Multifamily Housing,54052,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3263865.1,529195.3
Brooklyn,Multifamily Housing,70434,1928,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4804598.8,702394.7
Brooklyn,Multifamily Housing,53333,1939,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4407199.9,648972.6
Brooklyn,Multifamily Housing,85584,1931,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5400664.6,820052.9
Brooklyn,Multifamily Housing,92768,1987,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6548600,2745581.8
Brooklyn,Multifamily Housing,58800,1940,Not Available,924876.1,Not Available,Not Available,Not Available,Not Available,4244209.8,673766.9
Brooklyn,Multifamily Housing,82800,1939,Not Available,1076538.1,Not Available,Not Available,Not Available,Not Available,3788099.8,795272.4
Brooklyn,Multifamily Housing,66374,1938,Not Available,2850941.7,Not Available,Not Available,Not Available,Not Available,,578934.5
Brooklyn,Multifamily Housing,66240,1935,Not Available,855599.9,Not Available,Not Available,Not Available,Not Available,2735099.8,601569.7
Brooklyn,Multifamily Housing,66240,1935,Not Available,662400,Not Available,Not Available,Not Available,Not Available,3146100,594387.4
Brooklyn,Multifamily Housing,52830,1935,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5140277.4,630639.1
Brooklyn,Multifamily Housing,58800,1939,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1279223.9,1534785.9
Brooklyn,Multifamily Housing,80600,1961,Not Available,0,Not Available,Not Available,Not Available,Not Available,4702800,840706.6
Brooklyn,Multifamily Housing,66125,1961,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6456499.6,841371.9
Brooklyn,Multifamily Housing,71000,1940,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5069094.1,105455.2
Brooklyn,Multifamily Housing,52682,1936,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3676145.8,551689.3
Brooklyn,Multifamily Housing,79102,1936,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4679416.9,644719.8
Brooklyn,Multifamily Housing,78000,1964,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4134824.4,1180304.7
Brooklyn,Multifamily Housing,53550,1937,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3391399.9,513478.6
Brooklyn,Multifamily Housing,60800,1986,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3579422.7,1046071.1
Brooklyn,Multifamily Housing,77770,1963,Not Available,856469.5,Not Available,Not Available,Not Available,Not Available,4378599.6,1028997.8
Brooklyn,Multifamily Housing,67100,1941,Not Available,1242138,Not Available,Not Available,Not Available,Not Available,4462198.6,705780.1
Brooklyn,Multifamily Housing,60490,1940,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4475305,719536.4
Brooklyn,Multifamily Housing,93240,1954,Not Available,759275.9,Not Available,Not Available,Not Available,Not Available,3438800.1,962939.1
Brooklyn,Multifamily Housing,78300,1942,Not Available,572700,Not Available,Not Available,Not Available,Not Available,4530700.5,687104
Brooklyn,Multifamily Housing,70450,1936,Not Available,1035000,Not Available,Not Available,Not Available,Not Available,4940200.7,680979.7
Brooklyn,Multifamily Housing,66960,1963,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4391999.8,942236.1
Brooklyn,Multifamily Housing,60300,1938,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3491500.2,179543.3
Brooklyn,Multifamily Housing,53700,1941,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2807599.8,133339.4
Brooklyn,Multifamily Housing,50220,1941,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3499200.1,120063.1
Brooklyn,Multifamily Housing,61272,1928,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3819799.9,427118.9
Brooklyn,Multifamily Housing,61000,1948,Not Available,591329.9,Not Available,Not Available,Not Available,Not Available,2963900.3,828808.9
Brooklyn,Multifamily Housing,91980,1940,Not Available,2484703.8,Not Available,Not Available,Not Available,Not Available,4036700.2,816696.3
Brooklyn,Multifamily Housing,57600,1939,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3350000.1,1228320
Brooklyn,Multifamily Housing,120000,1936,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8378699.9,1364141.5
Brooklyn,Multifamily Housing,66500,1930,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3547300.2,454608.1
Brooklyn,Multifamily Housing,62250,1929,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5717200.1,696860
Brooklyn,Multifamily Housing,150660,1929,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9148436.6,1984424.7
Brooklyn,Multifamily Housing,76422,2010,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2358100.2,1618825.7
Brooklyn,Multifamily Housing,60030,1930,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3851800.2,611290.5
Brooklyn,Other,87862,1937,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4170922.8,244336.6
Brooklyn,Hospital (General Medical & Surgical),113300,1929,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12568860.2,11525611.4
Brooklyn,Multifamily Housing,54000,1940,Not Available,1032309.8,Not Available,Not Available,Not Available,Not Available,4322359.2,5519705.9
Brooklyn,Multifamily Housing,62905,1935,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4038900.2,878494.5
Brooklyn,Multifamily Housing,94740,1932,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6384099.9,1080887.5
Brooklyn,Multifamily Housing,55080,1936,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3593300.3,546196.4
Brooklyn,Multifamily Housing,66000,1939,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,73300,779832.4
Brooklyn,Mixed Use Property,56886,2007,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1629228.5,2753445.1
Brooklyn,Multifamily Housing,120000,1933,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8031548.4,1298722.9
Brooklyn,Multifamily Housing,50400,1932,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5233662,376132.1
Brooklyn,Multifamily Housing,58800,1931,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2983731.2,461981.9
Brooklyn,Multifamily Housing,60492,1940,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,696667.1
Brooklyn,Multifamily Housing,66000,1922,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3335900.3,190948.9
Brooklyn,Multifamily Housing,54000,1935,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4016296.8,573689.9
Brooklyn,Multifamily Housing,78021,1926,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4683811.1,721976.5
Brooklyn,Multifamily Housing,50800,1954,Not Available,1307418,Not Available,Not Available,Not Available,Not Available,40588.8,574776.8
Brooklyn,Multifamily Housing,75000,1938,Not Available,1221437.8,Not Available,Not Available,Not Available,Not Available,5225230.8,863612.1
Brooklyn,Multifamily Housing,74060,1937,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4944900.1,736091.2
Brooklyn,Multifamily Housing,81666,1939,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4680200.1,784995.4
Brooklyn,Multifamily Housing,62215,1936,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4926699.8,620380.1
Brooklyn,Multifamily Housing,82110,1939,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5376599.7,821377.7
Brooklyn,Multifamily Housing,68500,1961,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7603499.4,1053706.6
Brooklyn,Multifamily Housing,57500,1961,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6382500.3,875473.8
Brooklyn,Multifamily Housing,63000,1976,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7125600.1,988507.4
Brooklyn,Multifamily Housing,58650,1940,Not Available,1325075.9,Not Available,Not Available,Not Available,Not Available,2925300.1,567743.1
Brooklyn,Multifamily Housing,79333,1940,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5584830.3,706932.4
Brooklyn,Multifamily Housing,89990,1962,Not Available,Not Available,Not Available,1081186.4,Not Available,Not Available,6843069.5,1438054.9
Brooklyn,Multifamily Housing,64000,1941,Not Available,986976,Not Available,Not Available,Not Available,Not Available,4633378.7,601633.4
Brooklyn,Multifamily Housing,52000,1938,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3675232.4,645990.5
Brooklyn,Multifamily Housing,105005,1957,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7378029,1267710
Brooklyn,Multifamily Housing,50000,1946,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1860801.8,
Brooklyn,Multifamily Housing,63000,1931,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4012300,629708.5
Brooklyn,Multifamily Housing,120000,1939,Not Available,2185741.9,Not Available,Not Available,Not Available,Not Available,7546668.4,1454020.2
Brooklyn,Multifamily Housing,112140,1952,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9341500,1400448.6
Brooklyn,Multifamily Housing,68000,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6085200.1,2320160
Brooklyn,Multifamily Housing,69000,1931,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5392364.3,771293.6
Brooklyn,Multifamily Housing,51000,1940,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3375270.9,582020.6
Brooklyn,Multifamily Housing,58621,1921,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3977800,854732.2
Brooklyn,Multifamily Housing,123666,1941,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5864499.9,1233680.3
Brooklyn,Multifamily Housing,132000,1954,Not Available,0,Not Available,Not Available,Not Available,Not Available,7075499.9,1149513.1
Brooklyn,Multifamily Housing,53500,1955,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4016335.4,554981.9
Brooklyn,Multifamily Housing,84460,1959,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5206247.2,1381376.1
Brooklyn,Multifamily Housing,92773,1962,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6276999.8,951163.3
Brooklyn,Multifamily Housing,50400,1931,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3322400,451520.2
Brooklyn,Office,57893,1964,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5937600,975298.2
Brooklyn,Multifamily Housing,56600,1931,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3168599.7,602050.8
Brooklyn,Multifamily Housing,80000,1931,Not Available,0,Not Available,Not Available,Not Available,Not Available,5299900.4,718884.6
